trip_duration_days,miles_traveled,total_receipts_amount,expected_output,miles_per_day,receipts_per_day,reimbursement_per_day,efficiency_category,trip_length_category,mileage_tier,effective_mileage_rate,receipt_tier,base_per_diem,residual_after_per_diem
1,1060.0,501.67,658.14,1060.0,501.67,658.14,High,Short,1000+,0.6208867924528302,Medium,100,558.14
5,1085.0,2486.43,1664.83,217.0,497.28599999999994,332.966,Sweet_Spot,Medium,1000+,1.534405529953917,Very_High,500,1164.83
4,675.0,381.48,779.68,168.75,95.37,194.92,Low,Medium,600-1000,1.1550814814814814,Medium,400,379.67999999999995
8,415.0,1214.97,1473.75,51.875,151.87125,184.21875,Low,Very_Long,300-600,3.5512048192771086,Very_High,800,673.75
6,425.0,709.75,1114.9,70.83333333333333,118.29166666666667,185.8166666666667,Low,Long,300-600,2.623294117647059,High,600,514.9000000000001
7,313.0,2408.02,1637.65,44.714285714285715,344.0028571428571,233.95000000000002,Low,Long,300-600,5.232108626198083,Very_High,700,937.6500000000001
13,235.0,426.07,897.26,18.076923076923077,32.77461538461539,69.02,Low,Very_Long,100-300,3.818127659574468,Medium,1300,-402.74
7,635.0,1406.31,1630.66,90.71428571428571,200.90142857142857,232.95142857142858,Low,Long,600-1000,2.567968503937008,Very_High,700,930.6600000000001
10,1009.0,2164.22,1889.87,100.9,216.42199999999997,188.987,Low,Very_Long,1000+,1.8730128840436073,Very_High,1000,889.8699999999999
3,692.0,450.7,748.57,230.66666666666666,150.23333333333332,249.52333333333334,High,Short,600-1000,1.0817485549132948,Medium,300,448.57000000000005
2,91.0,1073.76,1013.78,45.5,536.88,506.89,Low,Short,0-100,11.14043956043956,High,200,813.78
8,1187.0,1045.91,2047.06,148.375,130.73875,255.8825,Low,Very_Long,1000+,1.7245661331086772,High,800,1247.06
14,600.0,1120.05,1847.84,42.857142857142854,80.00357142857142,131.98857142857142,Low,Very_Long,300-600,3.079733333333333,High,1400,447.8399999999999
5,210.0,710.49,483.34,42.0,142.098,96.66799999999999,Low,Medium,100-300,2.3016190476190475,High,500,-16.660000000000025
12,10.0,1203.1,1564.9,0.8333333333333334,100.25833333333333,130.40833333333333,Low,Very_Long,0-100,156.49,Very_High,1200,364.9000000000001
1,452.0,275.05,282.89,452.0,275.05,282.89,High,Short,300-600,0.6258628318584071,Medium,100,182.89
4,256.0,2218.74,1476.03,64.0,554.685,369.0075,Low,Medium,100-300,5.7657421875,Very_High,400,1076.03
8,312.0,2383.17,1557.27,39.0,297.89625,194.65875,Low,Very_Long,300-600,4.99125,Very_High,800,757.27
2,1175.0,816.2,1237.62,587.5,408.1,618.81,High,Short,1000+,1.0532936170212766,High,200,1037.62
11,960.0,383.64,1248.46,87.27272727272727,34.876363636363635,113.49636363636364,Low,Very_Long,600-1000,1.3004791666666666,Medium,1100,148.46000000000004
6,690.0,1009.37,1559.83,115.0,168.22833333333332,259.97166666666664,Low,Long,600-1000,2.260623188405797,High,600,959.8299999999999
14,487.0,579.29,1516.68,34.785714285714285,41.37785714285714,108.33428571428571,Low,Very_Long,300-600,3.114332648870637,Medium,1400,116.68000000000006
8,75.0,315.71,593.83,9.375,39.46375,74.22875,Low,Very_Long,0-100,7.9177333333333335,Medium,800,-206.16999999999996
13,360.0,271.93,1017.64,27.692307692307693,20.91769230769231,78.28,Low,Very_Long,300-600,2.8267777777777776,Medium,1300,-282.36
11,708.0,1871.77,1916.37,64.36363636363636,170.1609090909091,174.21545454545455,Low,Very_Long,600-1000,2.706737288135593,Very_High,1100,816.3699999999999
3,182.0,347.82,384.77,60.666666666666664,115.94,128.25666666666666,Low,Short,100-300,2.114120879120879,Medium,300,84.76999999999998
10,683.0,2442.92,1643.68,68.3,244.292,164.368,Low,Very_Long,600-1000,2.406559297218155,Very_High,1000,643.6800000000001
5,392.0,1264.6,1465.72,78.4,252.92,293.144,Low,Medium,300-600,3.739081632653061,Very_High,500,965.72
10,175.0,1443.25,1635.5,17.5,144.325,163.55,Low,Very_Long,100-300,9.345714285714285,Very_High,1000,635.5
7,577.0,1959.13,1603.6,82.42857142857143,279.8757142857143,229.08571428571426,Low,Long,300-600,2.779202772963605,Very_High,700,903.5999999999999
13,799.0,951.92,1793.36,61.46153846153846,73.22461538461538,137.95076923076923,Low,Very_Long,600-1000,2.24450563204005,High,1300,493.3599999999999
13,608.0,370.89,1170.54,46.76923076923077,28.529999999999998,90.04153846153847,Low,Very_Long,600-1000,1.9252302631578946,Medium,1300,-129.46000000000004
7,194.0,202.49,686.23,27.714285714285715,28.927142857142858,98.03285714285714,Low,Long,100-300,3.5372680412371134,Medium,700,-13.769999999999982
13,889.0,232.72,1394.38,68.38461538461539,17.90153846153846,107.26,Low,Very_Long,600-1000,1.5684814398200226,Medium,1300,94.38000000000011
7,901.0,136.8,1222.6,128.71428571428572,19.542857142857144,174.65714285714284,Low,Long,600-1000,1.3569367369589345,Low,700,522.5999999999999
1,698.0,1525.82,1398.75,698.0,1525.82,1398.75,High,Short,600-1000,2.003939828080229,Very_High,100,1298.75
9,592.0,793.55,1235.69,65.77777777777777,88.17222222222222,137.29888888888888,Low,Very_Long,300-600,2.0873141891891893,High,900,335.69000000000005
14,1015.0,871.76,1846.41,72.5,62.26857142857143,131.88642857142858,Low,Very_Long,1000+,1.8191231527093596,High,1400,446.4100000000001
9,524.0,136.46,848.89,58.22222222222222,15.162222222222223,94.32111111111111,Low,Very_Long,300-600,1.6200190839694657,Low,900,-51.110000000000014
5,781.0,2114.27,1789.85,156.2,422.854,357.96999999999997,Low,Medium,600-1000,2.291741357234315,Very_High,500,1289.85
3,200.0,58.24,494.63,66.66666666666667,19.413333333333334,164.87666666666667,Low,Short,100-300,2.47315,Low,300,194.63
5,503.0,2335.55,1649.42,100.6,467.11,329.884,Low,Medium,300-600,3.279165009940358,Very_High,500,1149.42
11,667.0,2221.67,1872.89,60.63636363636363,201.97,170.2627272727273,Low,Very_Long,600-1000,2.807931034482759,Very_High,1100,772.8900000000001
7,336.0,1843.58,1691.68,48.0,263.36857142857144,241.66857142857143,Low,Long,300-600,5.034761904761905,Very_High,700,991.6800000000001
4,217.0,1506.46,1455.37,54.25,376.615,363.8425,Low,Medium,100-300,6.706774193548386,Very_High,400,1055.37
8,207.0,1146.93,1479.01,25.875,143.36625,184.87625,Low,Very_Long,100-300,7.144975845410628,High,800,679.01
7,690.0,1807.71,1710.98,98.57142857142857,258.2442857142857,244.4257142857143,Low,Long,600-1000,2.4796811594202897,Very_High,700,1010.98
2,251.0,1916.43,1285.2,125.5,958.215,642.6,Low,Short,100-300,5.120318725099602,Very_High,200,1085.2
4,627.0,956.98,1337.63,156.75,239.245,334.4075,Low,Medium,600-1000,2.1333811802232856,High,400,937.6300000000001
1,432.0,581.71,448.34,432.0,581.71,448.34,High,Short,300-600,1.037824074074074,Medium,100,348.34
4,1194.0,2250.51,1691.15,298.5,562.6275,422.7875,High,Medium,1000+,1.4163735343383586,Very_High,400,1291.15
10,64.0,455.9,774.64,6.4,45.589999999999996,77.464,Low,Very_Long,0-100,12.10375,Medium,1000,-225.36
8,15.0,377.85,657.8,1.875,47.23125,82.225,Low,Very_Long,0-100,43.85333333333333,Medium,800,-142.20000000000005
11,741.0,1207.39,1878.06,67.36363636363636,109.76272727272728,170.73272727272726,Low,Very_Long,600-1000,2.534493927125506,Very_High,1100,778.06
8,638.0,1007.48,1483.06,79.75,125.935,185.3825,Low,Very_Long,600-1000,2.3245454545454542,High,800,683.06
12,965.0,1700.28,1879.09,80.41666666666667,141.69,156.59083333333334,Low,Very_Long,600-1000,1.947243523316062,Very_High,1200,679.0899999999999
8,1182.0,990.07,1840.75,147.75,123.75875,230.09375,Low,Very_Long,1000+,1.5573181049069373,High,800,1040.75
13,1062.0,869.28,2090.54,81.6923076923077,66.86769230769231,160.81076923076924,Low,Very_Long,1000+,1.9684934086629002,High,1300,790.54
1,754.0,1220.47,1346.14,754.0,1220.47,1346.14,High,Short,600-1000,1.7853315649867376,Very_High,100,1246.14
14,767.0,186.47,1292.77,54.785714285714285,13.319285714285714,92.34071428571428,Low,Very_Long,600-1000,1.685488917861799,Low,1400,-107.23000000000002
11,775.0,1752.23,1809.29,70.45454545454545,159.29363636363635,164.48090909090908,Low,Very_Long,600-1000,2.334567741935484,Very_High,1100,709.29
8,592.0,1402.98,1561.41,74.0,175.3725,195.17625,Low,Very_Long,300-600,2.637516891891892,Very_High,800,761.4100000000001
6,957.0,727.75,1448.72,159.5,121.29166666666667,241.45333333333335,Low,Long,600-1000,1.5138140020898643,High,600,848.72
9,800.0,2167.72,1726.51,88.88888888888889,240.85777777777776,191.83444444444444,Low,Very_Long,600-1000,2.1581375,Very_High,900,826.51
6,1198.0,222.6,1107.96,199.66666666666666,37.1,184.66,Sweet_Spot,Long,1000+,0.9248414023372288,Medium,600,507.96000000000004
3,1092.0,1737.65,1462.01,364.0,579.2166666666667,487.33666666666664,High,Short,1000+,1.3388369963369964,Very_High,300,1162.01
12,958.0,2499.84,1791.69,79.83333333333333,208.32000000000002,149.3075,Low,Very_Long,600-1000,1.870240083507307,Very_High,1200,591.69
11,955.0,1282.19,2000.42,86.81818181818181,116.56272727272727,181.85636363636365,Low,Very_Long,600-1000,2.0946806282722514,Very_High,1100,900.4200000000001
11,605.0,1880.69,1711.55,55.0,170.97181818181818,155.59545454545454,Low,Very_Long,600-1000,2.82900826446281,Very_High,1100,611.55
7,670.0,1558.02,1702.81,95.71428571428571,222.5742857142857,243.25857142857143,Low,Long,600-1000,2.541507462686567,Very_High,700,1002.81
11,844.0,1962.77,1787.57,76.72727272727273,178.43363636363637,162.50636363636363,Low,Very_Long,600-1000,2.117973933649289,Very_High,1100,687.5699999999999
3,718.0,1158.02,1416.98,239.33333333333334,386.00666666666666,472.32666666666665,High,Short,600-1000,1.973509749303621,High,300,1116.98
6,323.0,1477.23,1608.55,53.833333333333336,246.205,268.09166666666664,Low,Long,300-600,4.980030959752322,Very_High,600,1008.55
14,616.0,2374.41,1828.37,44.0,169.60071428571428,130.59785714285712,Low,Very_Long,600-1000,2.968133116883117,Very_High,1400,428.3699999999999
8,752.0,1519.78,1662.92,94.0,189.9725,207.865,Low,Very_Long,600-1000,2.2113297872340425,Very_High,800,862.9200000000001
1,1166.0,1423.69,1412.13,1166.0,1423.69,1412.13,High,Short,1000+,1.211089193825043,Very_High,100,1312.13
3,1187.0,1632.14,1451.85,395.6666666666667,544.0466666666667,483.95,High,Short,1000+,1.2231255265374894,Very_High,300,1151.85
3,1013.0,166.52,711.07,337.6666666666667,55.50666666666667,237.02333333333334,High,Short,1000+,0.7019447186574531,Low,300,411.07000000000005
5,741.0,429.24,951.92,148.2,85.848,190.384,Low,Medium,600-1000,1.2846423751686908,Medium,500,451.91999999999996
14,467.0,2176.26,1809.83,33.357142857142854,155.44714285714286,129.27357142857142,Low,Very_Long,300-600,3.875438972162741,Very_High,1400,409.8299999999999
3,224.0,358.77,406.36,74.66666666666667,119.58999999999999,135.45333333333335,Low,Short,100-300,1.814107142857143,Medium,300,106.36000000000001
3,712.0,512.23,751.16,237.33333333333334,170.74333333333334,250.38666666666666,High,Short,600-1000,1.055,Medium,300,451.15999999999997
12,218.0,901.03,1371.86,18.166666666666668,75.08583333333333,114.32166666666666,Low,Very_Long,100-300,6.2929357798165135,High,1200,171.8599999999999
6,373.0,587.38,956.61,62.166666666666664,97.89666666666666,159.435,Low,Long,300-600,2.5646380697050937,Medium,600,356.61
8,562.0,2479.33,1478.31,70.25,309.91625,184.78875,Low,Very_Long,300-600,2.630444839857651,Very_High,800,678.31
5,132.0,2387.03,1454.05,26.4,477.40600000000006,290.81,Low,Medium,100-300,11.015530303030303,Very_High,500,954.05
3,98.0,871.46,866.05,32.666666666666664,290.4866666666667,288.68333333333334,Low,Short,0-100,8.837244897959183,High,300,566.05
14,545.0,1206.76,1977.89,38.92857142857143,86.19714285714285,141.27785714285716,Low,Very_Long,300-600,3.6291559633027526,Very_High,1400,577.8900000000001
1,869.0,1498.88,1398.94,869.0,1498.88,1398.94,High,Short,600-1000,1.6098273878020715,Very_High,100,1298.94
2,875.0,393.25,640.56,437.5,196.625,320.28,High,Short,600-1000,0.7320685714285714,Medium,200,440.55999999999995
8,888.0,2296.07,1718.71,111.0,287.00875,214.83875,Low,Very_Long,600-1000,1.9354842342342342,Very_High,800,918.71
1,716.0,1396.41,1376.59,716.0,1396.41,1376.59,High,Short,600-1000,1.9226117318435754,Very_High,100,1276.59
8,1025.0,1031.33,2214.64,128.125,128.91625,276.83,Low,Very_Long,1000+,2.1606243902439024,High,800,1414.6399999999999
9,1064.0,2016.76,1810.94,118.22222222222223,224.08444444444444,201.21555555555557,Low,Very_Long,1000+,1.7020112781954888,Very_High,900,910.94
4,463.0,1963.41,1607.34,115.75,490.8525,401.835,Low,Medium,300-600,3.4715766738660907,Very_High,400,1207.34
1,678.0,1478.57,1370.31,678.0,1478.57,1370.31,High,Short,600-1000,2.0211061946902653,Very_High,100,1270.31
1,436.0,1358.14,1154.03,436.0,1358.14,1154.03,High,Short,300-600,2.6468577981651373,Very_High,100,1054.03
5,586.0,2135.36,1661.61,117.2,427.072,332.322,Low,Medium,300-600,2.8355119453924913,Very_High,500,1161.61
1,797.0,126.8,543.18,797.0,126.8,543.18,High,Short,600-1000,0.6815307402760351,Low,100,443.17999999999995
14,481.0,939.99,877.17,34.357142857142854,67.14214285714286,62.654999999999994,Low,Very_Long,300-600,1.8236382536382536,High,1400,-522.83
7,172.0,1486.86,1557.94,24.571428571428573,212.4085714285714,222.56285714285715,Low,Long,100-300,9.057790697674418,Very_High,700,857.94
10,1192.0,23.47,1157.87,119.2,2.347,115.78699999999999,Low,Very_Long,1000+,0.9713674496644294,Very_Low,1000,157.8699999999999
7,981.0,658.85,1351.69,140.14285714285714,94.12142857142858,193.09857142857143,Low,Long,600-1000,1.377869520897044,High,700,651.69
10,692.0,1671.71,1701.23,69.2,167.171,170.123,Low,Very_Long,600-1000,2.4584248554913297,Very_High,1000,701.23
13,710.0,2223.86,1979.83,54.61538461538461,171.06615384615387,152.29461538461538,Low,Very_Long,600-1000,2.7884929577464788,Very_High,1300,679.8299999999999
12,380.0,1526.79,1787.41,31.666666666666668,127.2325,148.95083333333335,Low,Very_Long,300-600,4.70371052631579,Very_High,1200,587.4100000000001
3,133.0,1728.5,1373.4,44.333333333333336,576.1666666666666,457.8,Low,Short,100-300,10.326315789473686,Very_High,300,1073.4
4,730.0,799.25,1250.66,182.5,199.8125,312.665,Sweet_Spot,Medium,600-1000,1.7132328767123288,High,400,850.6600000000001
12,1070.0,1055.51,2030.76,89.16666666666667,87.95916666666666,169.23,Low,Very_Long,1000+,1.8979065420560748,High,1200,830.76
8,1185.0,554.98,1545.67,148.125,69.3725,193.20875,Low,Very_Long,1000+,1.3043628691983122,Medium,800,745.6700000000001
11,456.0,2223.72,1600.1,41.45454545454545,202.1563636363636,145.46363636363637,Low,Very_Long,300-600,3.508991228070175,Very_High,1100,500.0999999999999
12,85.0,1056.43,1466.31,7.083333333333333,88.03583333333334,122.1925,Low,Very_Long,0-100,17.25070588235294,High,1200,266.30999999999995
2,543.0,103.37,544.12,271.5,51.685,272.06,High,Short,300-600,1.0020626151012892,Low,200,344.12
6,367.0,1947.68,1606.76,61.166666666666664,324.61333333333334,267.79333333333335,Low,Long,300-600,4.3780926430517715,Very_High,600,1006.76
1,481.0,1792.17,1215.84,481.0,1792.17,1215.84,High,Short,300-600,2.5277338877338877,Very_High,100,1115.84
5,233.0,1862.04,1562.23,46.6,372.408,312.446,Low,Medium,100-300,6.704849785407726,Very_High,500,1062.23
1,45.0,1070.22,922.69,45.0,1070.22,922.69,Low,Short,0-100,20.504222222222225,High,100,822.69
5,152.0,2444.81,1523.75,30.4,488.962,304.75,Low,Medium,100-300,10.024671052631579,Very_High,500,1023.75
7,344.0,1242.05,1514.4,49.142857142857146,177.43571428571428,216.34285714285716,Low,Long,300-600,4.402325581395349,Very_High,700,814.4000000000001
5,320.0,1584.55,1584.73,64.0,316.90999999999997,316.946,Low,Medium,300-600,4.95228125,Very_High,500,1084.73
9,989.0,378.12,1193.72,109.88888888888889,42.013333333333335,132.63555555555556,Low,Very_Long,600-1000,1.2069969666329625,Medium,900,293.72
10,57.0,936.89,1237.07,5.7,93.689,123.707,Low,Very_Long,0-100,21.70298245614035,High,1000,237.06999999999994
12,342.0,2253.61,1659.5,28.5,187.80083333333334,138.29166666666666,Low,Very_Long,300-600,4.85233918128655,Very_High,1200,459.5
2,983.0,2109.93,1519.98,491.5,1054.965,759.99,High,Short,600-1000,1.546266531027467,Very_High,200,1319.98
10,886.0,1990.03,1749.93,88.6,199.003,174.993,Low,Very_Long,600-1000,1.9750902934537247,Very_High,1000,749.9300000000001
10,5.0,836.86,1116.56,0.5,83.686,111.65599999999999,Low,Very_Long,0-100,223.31199999999998,High,1000,116.55999999999995
3,80.0,517.54,457.49,26.666666666666668,172.51333333333332,152.49666666666667,Low,Short,0-100,5.718625,Medium,300,157.49
8,482.0,1411.49,631.81,60.25,176.43625,78.97625,Low,Very_Long,300-600,1.3108091286307053,Very_High,800,-168.19000000000005
4,11.0,312.01,426.22,2.75,78.0025,106.555,Low,Medium,0-100,38.74727272727273,Medium,400,26.220000000000027
12,1075.0,2328.11,1798.38,89.58333333333333,194.0091666666667,149.865,Low,Very_Long,1000+,1.672911627906977,Very_High,1200,598.3800000000001
13,632.0,268.91,1396.28,48.61538461538461,20.685384615384617,107.40615384615384,Low,Very_Long,600-1000,2.2093037974683543,Medium,1300,96.27999999999997
8,323.0,46.48,703.45,40.375,5.81,87.93125,Low,Very_Long,300-600,2.1778637770897835,Very_Low,800,-96.54999999999995
11,527.0,1550.32,1806.06,47.90909090909091,140.93818181818182,164.18727272727273,Low,Very_Long,300-600,3.4270588235294115,Very_High,1100,706.06
5,948.0,898.6,1499.68,189.6,179.72,299.93600000000004,Sweet_Spot,Medium,600-1000,1.5819409282700423,High,500,999.6800000000001
5,504.0,1502.63,1628.66,100.8,300.526,325.732,Low,Medium,300-600,3.231468253968254,Very_High,500,1128.66
10,793.0,1422.29,2007.62,79.3,142.22899999999998,200.762,Low,Very_Long,600-1000,2.5316771752837326,Very_High,1000,1007.6199999999999
13,32.0,232.43,805.12,2.4615384615384617,17.87923076923077,61.932307692307695,Low,Very_Long,0-100,25.16,Medium,1300,-494.88
9,768.0,1815.6,1666.18,85.33333333333333,201.73333333333332,185.13111111111112,Low,Very_Long,600-1000,2.1695052083333333,Very_High,900,766.1800000000001
9,994.0,1742.62,1849.58,110.44444444444444,193.62444444444444,205.5088888888889,Low,Very_Long,600-1000,1.8607444668008049,Very_High,900,949.5799999999999
1,1105.0,1432.3,1387.17,1105.0,1432.3,1387.17,High,Short,1000+,1.2553574660633484,Very_High,100,1287.17
12,178.0,507.59,907.19,14.833333333333334,42.299166666666665,75.59916666666668,Low,Very_Long,100-300,5.096573033707865,Medium,1200,-292.80999999999995
10,472.0,431.95,924.65,47.2,43.195,92.465,Low,Very_Long,300-600,1.9590042372881356,Medium,1000,-75.35000000000002
5,716.0,1111.23,1492.08,143.2,222.246,298.416,Low,Medium,600-1000,2.0839106145251396,High,500,992.0799999999999
3,771.0,725.67,1166.93,257.0,241.89,388.9766666666667,High,Short,600-1000,1.5135278858625163,High,300,866.9300000000001
13,1054.0,1131.25,2162.03,81.07692307692308,87.01923076923077,166.31,Low,Very_Long,1000+,2.0512618595825427,High,1300,862.0300000000002
10,872.0,2191.27,1776.62,87.2,219.127,177.66199999999998,Low,Very_Long,600-1000,2.0374082568807337,Very_High,1000,776.6199999999999
12,1077.0,32.55,1387.43,89.75,2.7125,115.61916666666667,Low,Very_Long,1000+,1.2882358402971217,Very_Low,1200,187.43000000000006
12,211.0,749.56,1285.23,17.583333333333332,62.46333333333333,107.1025,Low,Very_Long,100-300,6.091137440758294,High,1200,85.23000000000002
4,199.0,1310.01,1400.57,49.75,327.5025,350.1425,Low,Medium,100-300,7.038040201005025,Very_High,400,1000.5699999999999
2,1029.0,1702.6,1577.55,514.5,851.3,788.775,High,Short,1000+,1.5330903790087462,Very_High,200,1377.55
10,643.0,2263.77,1685.92,64.3,226.377,168.592,Low,Very_Long,600-1000,2.6219595645412133,Very_High,1000,685.9200000000001
10,797.0,1706.73,1724.42,79.7,170.673,172.442,Low,Very_Long,600-1000,2.163638644918444,Very_High,1000,724.4200000000001
12,657.0,322.5,1113.16,54.75,26.875,92.76333333333334,Low,Very_Long,600-1000,1.6943074581430746,Medium,1200,-86.83999999999992
8,177.0,486.06,751.58,22.125,60.7575,93.9475,Low,Very_Long,100-300,4.246214689265537,Medium,800,-48.41999999999996
2,222.0,456.24,437.4,111.0,228.12,218.7,Low,Short,100-300,1.9702702702702701,Medium,200,237.39999999999998
3,555.0,2342.76,1458.63,185.0,780.9200000000001,486.21000000000004,Sweet_Spot,Short,300-600,2.6281621621621625,Very_High,300,1158.63
2,785.0,1964.63,1522.76,392.5,982.315,761.38,High,Short,600-1000,1.9398216560509554,Very_High,200,1322.76
5,104.0,281.67,464.68,20.8,56.334,92.936,Low,Medium,100-300,4.468076923076923,Medium,500,-35.31999999999999
1,673.0,2026.16,1372.83,673.0,2026.16,1372.83,High,Short,600-1000,2.039866270430906,Very_High,100,1272.83
10,877.0,1711.12,1897.37,87.7,171.112,189.737,Low,Very_Long,600-1000,2.1634777651083237,Very_High,1000,897.3699999999999
1,250.0,1300.17,1145.33,250.0,1300.17,1145.33,High,Short,100-300,4.58132,Very_High,100,1045.33
1,467.0,296.49,221.23,467.0,296.49,221.23,High,Short,300-600,0.4737259100642398,Medium,100,121.22999999999999
10,1026.0,828.82,1865.67,102.6,82.882,186.567,Low,Very_Long,1000+,1.8183918128654972,High,1000,865.6700000000001
11,1106.0,2250.54,2050.62,100.54545454545455,204.59454545454545,186.42,Low,Very_Long,1000+,1.8540867992766725,Very_High,1100,950.6199999999999
12,452.0,816.56,1243.1,37.666666666666664,68.04666666666667,103.59166666666665,Low,Very_Long,300-600,2.7502212389380527,High,1200,43.09999999999991
14,865.0,2497.16,1885.87,61.785714285714285,178.3685714285714,134.70499999999998,Low,Very_Long,600-1000,2.1801965317919074,Very_High,1400,485.8699999999999
8,107.0,2450.89,1468.19,13.375,306.36125,183.52375,Low,Very_Long,100-300,13.721401869158878,Very_High,800,668.19
8,80.0,1092.18,1365.73,10.0,136.5225,170.71625,Low,Very_Long,0-100,17.071625,High,800,565.73
8,945.0,766.98,1625.53,118.125,95.8725,203.19125,Low,Very_Long,600-1000,1.7201375661375662,High,800,825.53
13,1140.0,1607.8,2214.64,87.6923076923077,123.67692307692307,170.35692307692307,Low,Very_Long,1000+,1.9426666666666665,Very_High,1300,914.6399999999999
2,636.0,1438.19,1435.96,318.0,719.095,717.98,High,Short,600-1000,2.2577987421383647,Very_High,200,1235.96
14,865.0,1422.11,1921.18,61.785714285714285,101.5792857142857,137.22714285714287,Low,Very_Long,600-1000,2.2210173410404623,Very_High,1400,521.1800000000001
12,482.0,1710.47,1746.74,40.166666666666664,142.53916666666666,145.56166666666667,Low,Very_Long,300-600,3.623941908713693,Very_High,1200,546.74
2,68.0,756.61,648.53,34.0,378.305,324.265,Low,Short,0-100,9.537205882352941,High,200,448.53
14,512.0,526.84,1306.64,36.57142857142857,37.63142857142857,93.33142857142857,Low,Very_Long,300-600,2.55203125,Medium,1400,-93.3599999999999
14,1001.0,1647.24,2080.0,71.5,117.66,148.57142857142858,Low,Very_Long,1000+,2.0779220779220777,Very_High,1400,680.0
1,547.0,573.6,616.27,547.0,573.6,616.27,High,Short,300-600,1.126636197440585,Medium,100,516.27
10,5.0,1338.9,1610.25,0.5,133.89000000000001,161.025,Low,Very_Long,0-100,322.05,Very_High,1000,610.25
3,1158.0,1107.4,1361.3,386.0,369.1333333333334,453.76666666666665,High,Short,1000+,1.1755613126079447,High,300,1061.3
1,993.0,1143.58,1328.85,993.0,1143.58,1328.85,High,Short,600-1000,1.3382175226586102,High,100,1228.85
6,378.0,837.63,1215.96,63.0,139.605,202.66,Low,Long,300-600,3.216825396825397,High,600,615.96
11,1156.0,2231.86,1988.56,105.0909090909091,202.89636363636365,180.77818181818182,Low,Very_Long,1000+,1.7202076124567474,Very_High,1100,888.56
5,1050.0,882.86,1430.04,210.0,176.572,286.008,Sweet_Spot,Medium,1000+,1.3619428571428571,High,500,930.04
8,836.0,735.52,1606.63,104.5,91.94,200.82875,Low,Very_Long,600-1000,1.921806220095694,High,800,806.6300000000001
11,654.0,1516.42,1870.43,59.45454545454545,137.85636363636365,170.0390909090909,Low,Very_Long,600-1000,2.8599847094801225,Very_High,1100,770.4300000000001
8,633.0,1308.36,1639.12,79.125,163.545,204.89,Low,Very_Long,600-1000,2.5894470774091625,Very_High,800,839.1199999999999
12,713.0,1642.01,1873.19,59.416666666666664,136.83416666666668,156.09916666666666,Low,Very_Long,600-1000,2.6271949509116412,Very_High,1200,673.19
5,96.0,1105.47,1312.16,19.2,221.094,262.432,Low,Medium,0-100,13.668333333333335,High,500,812.1600000000001
7,1054.0,576.47,1344.18,150.57142857142858,82.35285714285715,192.0257142857143,Low,Long,1000+,1.2753130929791272,Medium,700,644.1800000000001
12,495.0,1948.13,1831.92,41.25,162.34416666666667,152.66,Low,Very_Long,300-600,3.700848484848485,Very_High,1200,631.9200000000001
1,1068.0,2011.28,1421.45,1068.0,2011.28,1421.45,High,Short,1000+,1.3309456928838952,Very_High,100,1321.45
7,1000.0,1620.46,1971.23,142.85714285714286,231.49428571428572,281.6042857142857,Low,Long,600-1000,1.97123,Very_High,700,1271.23
13,855.0,1798.75,1951.77,65.76923076923077,138.3653846153846,150.13615384615383,Low,Very_Long,600-1000,2.2827719298245612,Very_High,1300,651.77
8,544.0,1279.51,1483.77,68.0,159.93875,185.47125,Low,Very_Long,300-600,2.727518382352941,Very_High,800,683.77
11,816.0,544.99,1077.12,74.18181818181819,49.54454545454546,97.91999999999999,Low,Very_Long,600-1000,1.3199999999999998,Medium,1100,-22.88000000000011
5,1080.0,2383.82,1664.76,216.0,476.764,332.952,Sweet_Spot,Medium,1000+,1.5414444444444444,Very_High,500,1164.76
8,1124.0,1908.69,1833.27,140.5,238.58625,229.15875,Low,Very_Long,1000+,1.6310231316725978,Very_High,800,1033.27
3,29.0,1632.85,1269.1,9.666666666666666,544.2833333333333,423.0333333333333,Low,Short,0-100,43.76206896551724,Very_High,300,969.0999999999999
6,470.0,2235.72,1628.6,78.33333333333333,372.61999999999995,271.43333333333334,Low,Long,300-600,3.4651063829787234,Very_High,600,1028.6
7,287.0,2293.5,1558.09,41.0,327.64285714285717,222.5842857142857,Low,Long,100-300,5.428885017421602,Very_High,700,858.0899999999999
4,72.0,1367.29,1302.97,18.0,341.8225,325.7425,Low,Medium,0-100,18.096805555555555,Very_High,400,902.97
6,344.0,233.31,800.18,57.333333333333336,38.885,133.36333333333332,Low,Long,300-600,2.3261046511627907,Medium,600,200.17999999999995
8,801.0,1241.21,1780.65,100.125,155.15125,222.58125,Low,Very_Long,600-1000,2.2230337078651687,Very_High,800,980.6500000000001
5,629.0,484.34,1029.87,125.8,96.868,205.974,Low,Medium,600-1000,1.6373131955484894,Medium,500,529.8699999999999
11,327.0,961.08,1356.46,29.727272727272727,87.3709090909091,123.31454545454545,Low,Very_Long,300-600,4.148195718654434,High,1100,256.46000000000004
14,94.0,105.94,1180.63,6.714285714285714,7.567142857142857,84.3307142857143,Low,Very_Long,0-100,12.559893617021277,Low,1400,-219.3699999999999
4,1113.0,2103.82,1695.08,278.25,525.955,423.77,High,Medium,1000+,1.522982929020665,Very_High,400,1295.08
14,267.0,2090.21,1968.4,19.071428571428573,149.3007142857143,140.6,Low,Very_Long,100-300,7.372284644194757,Very_High,1400,568.4000000000001
